6.156	1	1
9.297	1	1
25.047	1	1
37.64	1	1
38.687	1	1
42.906	1	1
46.047	1	1
47.094	1	1
48.14	1	1
49.203	1	1
61.797	1	1
62.844	1	1
66	1	1
74.406	1	1
84.89	1	1
91.187	1	1
97.484	1	1
98.547	1	1
99.594	1	1
100.64	1	1
101.703	1	1
102.75	1	1
103.797	1	1
104.844	1	1
105.89	1	1
118.5	1	1
119.531	1	1
123.75	1	1
124.797	1	1
125.859	1	1
126.89	1	1
128.984	1	1
138.453	1	1
141.594	1	1
142.64	1	1
143.687	1	1
144.75	1	1
145.797	1	1
146.844	1	1
147.906	1	1
148.937	1	1
149.984	1	1
152.094	1	1
166.797	1	1
176.25	1	1
180.437	1	1
181.484	1	1
182.547	1	1
183.594	1	1
198.297	1	1
199.328	1	1
200.39	1	1
201.437	1	1
202.484	1	1
203.547	1	1
205.64	1	1
206.703	1	1
207.734	1	1
208.781	1	1
209.844	1	1
214.047	1	1
215.078	1	1
222.437	1	1
224.531	1	1
227.687	1	1
228.734	1	1
229.781	1	1
231.89	1	1
232.922	1	1
240.297	1	1
246.594	1	1
250.797	1	1
254.984	1	1
257.094	1	1
258.14	1	1
259.187	1	1
260.234	1	1
262.344	1	1
263.39	1	1
265.484	1	1
274.937	1	1
275.984	1	1
302.25	1	1
303.281	1	1
304.328	1	1
309.594	1	1
314.844	1	1
315.89	1	1
316.937	1	1
317.984	1	1
320.078	1	1
322.187	1	1
323.234	1	1
324.297	1	1
325.328	1	1
326.375	1	1
332.672	1	1
338.984	1	1
340.031	1	1
341.078	1	1
342.125	1	1
343.187	1	1
344.234	1	1
345.297	1	1
346.344	1	1
347.375	1	1
348.437	1	1
350.531	1	1
351.594	1	1
355.781	1	1
366.281	1	1
367.344	1	1
368.39	1	1
369.422	1	1
370.484	1	1
371.531	1	1
389.39	1	1
391.484	1	1
395.687	1	1
397.797	1	1
399.875	1	1
400.937	1	1
401.984	1	1
403.031	1	1
404.094	1	1
406.172	1	1
410.39	1	1
413.531	1	1
415.625	1	1
418.781	1	1
421.922	1	1
422.984	1	1
424.031	1	1
426.14	1	1
427.187	1	1
428.219	1	1
429.281	1	1
437.672	1	1
438.734	1	1
450.281	1	1
476.531	1	1
479.672	1	1
480.719	1	1
483.875	1	1
488.078	1	1
495.422	1	1
499.609	1	1
500.687	1	1
501.719	1	1
502.765	1	1
503.828	1	1
504.875	1	1
505.937	1	1
506.984	1	1
509.078	1	1
510.125	1	1
513.281	1	1
522.734	1	1
523.781	1	1
524.828	1	1
525.875	1	1
526.922	1	1
527.984	1	1
530.078	1	1
531.14	1	1
532.172	1	1
533.219	1	1
535.328	1	1
546.875	1	1
547.922	1	1
548.969	1	1
550.031	1	1
551.062	1	1
552.094	1	1
555.265	1	1
556.328	1	1
557.375	1	1
564.734	1	1
568.906	1	1
569.969	1	1
573.125	1	1
574.187	1	1
576.265	1	1
578.375	1	1
582.547	1	1
